uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
SP,Sao Jose dos Campos,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO JOSÉ DOS CAMPOS - SP - Centro,Logística,Tecnológico,Curso a Distância,388.57,0,1,,,489.16,,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,SÃO JOSÉ DOS CAMPOS (ITS) - SP - Vila Betânia,Logística,Tecnológico,Curso a Distância,278.00,,,1,1,,,580.00,509.18
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Logística,Tecnológico,Noturno,588.00,0,1,,,549.36,,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,CENTRO DE GESTÃO E NEGÓCIOS - ETEP FACULDADES - Jardim Satélite,Logística,Tecnológico,Noturno,529.00,1,3,,,556.68,553.76,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,CENTRO DE GESTÃO E NEGÓCIOS - ETEP FACULDADES - Jardim Satélite,Logística,Tecnológico,Matutino,399.00,0,1,,,579.10,,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Logística,Tecnológico,Noturno,549.00,2,3,,,518.12,544.62,,
SP,Sao Jose dos Campos,Universidade Anhanguera - UNIDERP,SAO JOSE DOS CAMPOS/SP (24105) - Colônia Paraíso,Logística,Tecnológico,Curso a Distância,239.00,1,2,,,518.22,545.74,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Logística,Tecnológico,Noturno,539.04,2,4,,,583.36,537.40,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Logística,Tecnológico,Matutino,484.92,1,2,,,560.70,578.50,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Logística,Tecnológico,Curso a Distância,299.00,0,1,,,534.32,,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,SÃO JOSÉ DOS CAMPOS (ITS) - SP - Vila Betânia,Marketing,Tecnológico,Curso a Distância,270.00,0,1,,,550.88,,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Marketing,Tecnológico,Curso a Distância,257.19,,,,1,,,560.02,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Marketing,Tecnológico,Noturno,539.04,1,2,,,569.06,563.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Marketing,Tecnológico,Curso a Distância,299.00,0,1,,,587.86,,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Marketing,Tecnológico,Curso a Distância,209.00,1,1,,,634.60,516.58,,
SP,Sao Jose dos Campos,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO JOSÉ DOS CAMPOS - SP - Centro,Matemática,Licenciatura,Curso a Distância,327.14,0,1,,,576.96,,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Matemática,Licenciatura,Curso a Distância,239.00,0,1,,,545.40,,,
SP,Sao Jose dos Campos,Faculdade Educacional da Lapa - FAEL,SP - SÃO JOSÉ DOS CAMPOS - POLO EAD - Vila Igualdade,Matemática,Licenciatura,Curso a Distância,325.00,,,,1,,,590.94,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Matemática,Licenciatura,Curso a Distância,257.19,,,,1,,,621.80,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Matemática,Licenciatura,Curso a Distância,299.00,0,1,,,575.16,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Matemática,Licenciatura,Curso a Distância,299.00,0,1,,,659.02,,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Mecatrônica Industrial,Tecnológico,Noturno,519.00,0,1,,,604.84,,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Mecatrônica Industrial,Tecnológico,Matutino,399.00,0,1,,,652.52,,,
SP,Sao Jose dos Campos,Faculdade de Ciências Médicas de São José dos Campos,FACULDADE DE CIÊNCIAS MÉDICAS DE SÃO JOSÉ DOS CAMPOS - HUMANITAS - Putim,Medicina,Bacharelado,Integral,7990.00,2,4,,,745.30,733.42,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Medicina Veterinária,Bacharelado,Matutino,2327.67,3,5,,,681.84,625.10,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Música,Licenciatura,Curso a Distância,299.00,1,2,,,620.94,578.04,,
SP,Sao Jose dos Campos,Universidade Anhembi Morumbi - UAM,POLO SÃO JOSÉ DOS CAMPOS - Jardim Explanada,Negócios Imobiliários,Tecnológico,Curso a Distância,159.00,0,1,,,499.70,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Nutrição,Bacharelado,Matutino,1561.00,,,,4,,,605.10,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Nutrição,Bacharelado,Noturno,1245.99,0,1,,,649.66,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Nutrição,Bacharelado,Matutino,1046.35,0,1,,,634.20,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Odontologia,Bacharelado,Matutino,2309.00,3,7,,,655.94,636.46,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Pedagogia,Licenciatura,Curso a Distância,299.00,1,2,,,559.24,450.00,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Pedagogia,Licenciatura,Curso a Distância,270.00,0,1,,1,537.48,,520.50,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Pedagogia,Licenciatura,Noturno,688.00,3,7,,,572.26,560.18,,
SP,Sao Jose dos Campos,Universidade Anhanguera - UNIDERP,SAO JOSE DOS CAMPOS/SP (24105) - Colônia Paraíso,Pedagogia,Licenciatura,Curso a Distância,249.00,4,7,,,539.46,486.52,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Pedagogia,Licenciatura,Curso a Distância,270.28,2,3,5,8,540.66,528.56,477.00,489.54
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Pedagogia,Licenciatura,Curso a Distância,309.00,1,1,,,519.98,530.56,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Pedagogia,Licenciatura,Noturno,784.10,2,4,,,596.88,550.50,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Pedagogia,Licenciatura,Matutino,564.30,1,3,,,594.74,563.94,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Pedagogia,Licenciatura,Curso a Distância,309.00,1,2,,,547.36,450.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Petróleo e Gás,Tecnológico,Noturno,594.24,1,1,,,513.14,566.00,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,SÃO JOSÉ DOS CAMPOS (ITS) - SP - Vila Betânia,Processos Gerenciais,Tecnológico,Curso a Distância,270.00,1,1,1,1,546.28,450.00,450.00,450.00
SP,Sao Jose dos Campos,Faculdade Educacional da Lapa - FAEL,SP - SÃO JOSÉ DOS CAMPOS - POLO EAD - Vila Igualdade,Processos Gerenciais,Tecnológico,Curso a Distância,325.00,,,,1,,,450.00,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Processos Gerenciais,Tecnológico,Curso a Distância,257.19,0,1,,1,538.18,,450.00,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Processos Gerenciais,Tecnológico,Curso a Distância,299.00,0,1,,,552.32,,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Processos Gerenciais,Tecnológico,Curso a Distância,209.00,1,2,,,457.90,527.16,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Propaganda e Marketing,Bacharelado,Noturno,1054.60,3,7,,,600.36,582.34,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Psicologia,Bacharelado,Noturno,1128.00,3,5,,,620.82,591.78,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Psicologia,Bacharelado,Matutino,918.00,2,4,,,603.32,581.56,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Psicologia,Bacharelado,Matutino,1241.25,,,,2,,,612.64,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Psicologia,Bacharelado,Noturno,1241.25,1,1,,2,719.06,620.66,630.28,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Psicologia,Bacharelado,Noturno,1242.60,1,1,,,693.66,621.52,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Química,Licenciatura,Curso a Distância,235.73,,,,1,,,604.88,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Química,Bacharelado,Noturno,990.00,0,1,,4,623.24,,608.08,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Química,Licenciatura,Curso a Distância,309.00,0,1,,,594.72,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Radiologia,Tecnológico,Noturno,594.24,1,3,,,586.58,591.94,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Redes de Computadores,Tecnológico,Noturno,519.00,1,3,,,564.36,501.18,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Relações Internacionais,Bacharelado,Curso a Distância,278.00,0,1,,,604.32,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Relações Internacionais,Bacharelado,Noturno,977.79,1,2,,,646.70,615.42,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Relações Internacionais,Bacharelado,Matutino,817.10,1,2,,,623.50,604.04,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,SÃO JOSÉ DOS CAMPOS (ITS) - SP - Vila Betânia,Secretariado,Tecnológico,Curso a Distância,253.00,,,,1,,,530.84,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Secretariado,Tecnológico,Curso a Distância,257.19,,,,1,,,450.00,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Secretariado Executivo,Bacharelado,Noturno,527.30,1,2,,,558.10,514.02,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Segurança no Trabalho,Tecnológico,Curso a Distância,257.19,,,1,1,,,556.82,544.30
SP,Sao Jose dos Campos,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO JOSÉ DOS CAMPOS - SP - Centro,Serviço Social,Bacharelado,Curso a Distância,417.14,0,1,,,509.84,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,CAMPUS CENTRO - Centro,Serviço Social,Bacharelado,Noturno,450.00,0,1,,4,609.62,,561.84,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Serviço Social,Bacharelado,Curso a Distância,309.00,1,2,,,535.50,500.38,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Serviço Social,Bacharelado,Matutino,527.30,2,4,,,590.32,579.32,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Serviço Social,Bacharelado,Curso a Distância,309.00,1,1,,,577.26,597.06,,
SP,Sao Jose dos Campos,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO JOSÉ DOS CAMPOS - SP - Centro,Sistemas de Informação,Bacharelado,Curso a Distância,417.14,0,1,,,606.78,,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,CENTRO DE GESTÃO E NEGÓCIOS - ETEP FACULDADES - Jardim Satélite,Sistemas para Internet,Tecnológico,Noturno,519.00,1,3,,,535.48,450.00,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Sistemas para Internet,Tecnológico,Noturno,569.00,1,3,,,528.00,450.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Sociologia,Licenciatura,Curso a Distância,149.00,0,1,,,591.30,,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Teologia,Bacharelado,Curso a Distância,411.20,1,1,,,532.42,555.08,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Teologia,Bacharelado,Curso a Distância,189.00,,,,1,,,461.12,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Teologia,Bacharelado,Curso a Distância,257.19,,,,1,,,450.00,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Turismo,Bacharelado,Noturno,527.30,1,2,,,579.26,541.12,,
